X,Y,cartodb_id,province,municipali
-3.76114869855004,40.3894023241,922,Madrid,Madrid
-3.96215373393011,40.4886944911999,923,Madrid,Villanueva del Pardillo
-3.83876151829006,40.3012507797,924,Madrid,Fuenlabrada
-3.83876151829006,40.3012507797,925,Madrid,Fuenlabrada
-3.86414139413007,40.3248794577,926,Madrid,Móstoles
-3.86299588793007,40.3286761643,927,Madrid,Móstoles
-3.86245045476007,40.3292933107,928,Madrid,Móstoles
-3.86972378235007,40.3084283488,929,Madrid,Móstoles
-3.86972378235007,40.3084283488,931,Madrid,Móstoles
-3.86972378235007,40.3084283488,932,Madrid,Móstoles
-3.86972378235007,40.3084283488,933,Madrid,Móstoles
-3.68785834300002,41.013257625,934,Madrid,Villavieja del Lozoya
-3.96771118118012,40.5021583822999,935,Madrid,Villanueva del Pardillo
-3.87530705959007,40.3169508528,936,Madrid,Móstoles
-3.87571725151007,40.3165878868,937,Madrid,Móstoles
-3.87530705959007,40.3169508528,938,Madrid,Móstoles
-3.88112121634007,40.3152302692,939,Madrid,Móstoles
-3.87674830737007,40.3113527484,940,Madrid,Móstoles
-3.87674830737007,40.3113527484,941,Madrid,Móstoles
-3.96515851100012,40.4977730219999,942,Madrid,Villanueva del Pardillo
-3.87699492109007,40.3125752806,943,Madrid,Móstoles
-3.52063208107001,40.9751978449,944,Madrid,Berzosa del Lozoya
-3.86082048923007,40.3203456446,945,Madrid,Móstoles
-3.87204714052007,40.4713440973,946,Madrid,Majadahonda
-3.85382799239006,40.4738104835,947,Madrid,Majadahonda
-3.83691483789006,40.2949312158,948,Madrid,Fuenlabrada
-3.86982687574007,40.4619468064,949,Madrid,Majadahonda
-3.87201615129007,40.4661837265,950,Madrid,Majadahonda
-3.87053407981007,40.466102232,951,Madrid,Majadahonda
-3.87053407981007,40.466102232,952,Madrid,Majadahonda
-3.86974209459007,40.4626369347,953,Madrid,Majadahonda
-3.86974209459007,40.4626369347,954,Madrid,Majadahonda
-3.86658935182007,40.4617619527,955,Madrid,Majadahonda
-3.86315510579007,40.4741225902,956,Madrid,Majadahonda
-3.69207617688002,40.353964786,957,Madrid,Madrid
-3.69207617688002,40.353964786,958,Madrid,Madrid
-3.86522401984007,40.3331320647,959,Madrid,Móstoles
-3.86292534100007,40.3342405868,960,Madrid,Móstoles
-3.86292534100007,40.3342405868,961,Madrid,Móstoles
-3.87140646326007,40.4689025548,962,Madrid,Majadahonda
-3.87175603133007,40.4688578175,963,Madrid,Majadahonda
-3.76737507341004,40.2431460121,964,Madrid,Parla
-3.86337324961007,40.3232858037,965,Madrid,Móstoles
-3.86345056248007,40.3230607179,966,Madrid,Móstoles
-3.86345056248007,40.3230607179,967,Madrid,Móstoles
-3.87657361572007,40.4718288174,968,Madrid,Majadahonda
-3.87120800125007,40.4729975573,969,Madrid,Majadahonda
-3.87013895371007,40.4727511006,970,Madrid,Majadahonda
-3.87136488104007,40.4725851544,971,Madrid,Majadahonda
-3.87706988440007,40.4723708904,972,Madrid,Majadahonda
-3.71622215782003,40.384831245,973,Madrid,Madrid
-3.85963085900006,40.3243345001,974,Madrid,Móstoles
-3.86037176989007,40.3247660572,975,Madrid,Móstoles
-3.86162384602007,40.3255163615,976,Madrid,Móstoles
-3.86162384602007,40.3255163615,977,Madrid,Móstoles
-3.69235143549002,40.4862152186,978,Madrid,Madrid
-3.85186391070006,40.3161915434,979,Madrid,Móstoles
-3.77051433840004,40.2368914096,980,Madrid,Parla
-3.88019496121007,40.4728544996,981,Madrid,Majadahonda
-3.77051433840004,40.2368914096,982,Madrid,Parla
-3.72558283283003,40.3137544817,983,Madrid,Getafe
-3.72558283283003,40.3137544817,984,Madrid,Getafe
-3.86750396056007,40.4698220083,985,Madrid,Majadahonda
